,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
1286,Kepler-107 d,Kepler-107,1,1,4,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..416B/abstract target=ref>Bonomo et al. 2019</a>,7.95839,0.00012,-0.00012,0.0,0.08377,0.00065,-0.00065,0.0,0.86,0.06,-0.06,0.0,0.077,0.005,-0.005,0.0,3.8,,,1.0,0.01196,,,1.0,Mass,0.0,,,0.0,,,,,1173.0,14.0,-14.0,0.0,87.55,0.64,-0.48,0.0,0,4.18,0.36,-0.36,0.0,,,,,0.00544,0.00036,-0.00036,0.0,,,,,<a refstr=BONOMO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..416B/abstract target=ref>Bonomo et al. 2019</a>,,5854.0,61.0,-61.0,0.0,1.45,0.01,-0.01,0.0,1.24,0.03,-0.03,0.0,0.321,0.065,-0.065,0.0,[Fe/H],4.21,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m06.76s,297.028162,+48d12m30.97s,48.2086019,525.997,5.697,-5.577,12.543,0.057,-0.057,11.392,0.022,-0.022,11.114,0.018,-0.018,11.06,0.016,-0.016,12.4627,0.000157,-0.000157,2019-07-08,2019-02,2019-07-11
1287,Kepler-80 f,Kepler-80,1,1,6,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>,0.9867873,6e-08,-6e-08,0.0,0.0175,0.0002,-0.0002,0.0,1.21,0.06,-0.05,0.0,0.108,0.005,-0.004,0.0,,,,,,,,,,,,,,,,,,,,,,86.5,2.36,-2.59,0.0,0,,,,,,,,,,,,,,,,,<a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>,K5,4540.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,0.04,0.08,-0.08,0.0,[Fe/H],4.64,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.954,0.023,-0.023,12.354,0.022,-0.022,12.253,0.02,-0.02,14.7555,0.000492,-0.000492,2016-08-04,2016-10,2016-08-04
1288,Kepler-65 d,Kepler-65,1,1,4,Transit,2012,Kepler,1,Published Confirmed,0,<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>,8.13123,2e-05,-2e-05,0.0,0.084,0.006,-0.002,0.0,1.52,0.04,-0.04,0.0,0.136,0.004,-0.004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.1,0.02,-0.03,0.0,12.821,0.167,-0.772,0.0,,,,,,,,,<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>,,6211.0,66.0,-66.0,0.0,1.41,0.03,-0.03,0.0,1.25,0.06,-0.06,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.23,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.728,2.708,-2.661,10.922,0.008,-0.008,10.066,0.018,-0.018,9.852,0.021,-0.021,9.806,0.017,-0.017,10.9656,0.000386,-0.000386,2014-05-14,2013-04,2014-05-14
1289,Kepler-23 b,Kepler-23,1,1,3,Transit,2011,Kepler,1,Published Confirmed,0,<a refstr=FORD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..113F/abstract target=ref> Ford et al. 2012 </a>,7.1073,,,0.0,0.075,,,0.0,1.9,,,0.0,0.17,,,0.0,254.3,,,1.0,0.8,,,1.0,Mass,,,,,,,,,,,,,,,,,1,4.77,,,0.0,,,,,,,,,,,,,<a refstr=FORD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..113F/abstract target=ref> Ford et al. 2012 </a>,,5760.0,124.0,-124.0,0.0,1.52,0.24,-0.3,0.0,1.11,0.09,-0.12,0.0,-0.09,0.14,-0.14,0.0,[M/H],4.0,0.14,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,835.756,11.463,-11.163,13.567,0.172,-0.172,12.353,0.021,-0.021,12.047,0.017,-0.017,11.998,0.019,-0.019,13.4015,0.000253,-0.000253,2014-05-14,2012-05,2014-05-14
1290,Kepler-26 d,Kepler-26,1,1,4,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.543919,1.5e-05,-1.5e-05,0.0,0.039,,,0.0,1.07,0.06,-0.06,0.0,0.095,0.005,-0.005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.012,0.079,-0.079,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4486.0,116.0,-116.0,0.0,0.57,0.03,-0.03,0.0,,,,,,,,,,4.73,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.307,3.0565,-3.0565,15.853,0.035,-0.035,13.408,0.027,-0.027,12.746,0.023,-0.023,12.63,0.026,-0.026,15.4089,0.000469,-0.000469,2014-05-14,2014-03,2014-05-14
1291,Kepler-148 b,Kepler-148,1,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.729366,4e-06,-4e-06,0.0,0.028,,,0.0,1.8,0.87,-0.87,0.0,0.161,0.078,-0.078,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.757,0.04,-0.04,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5272.0,200.0,-200.0,0.0,0.85,0.41,-0.41,0.0,,,,,,,,,,4.55,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m08.68s,289.7861626,+46d51m31.74s,46.8588176,791.163,15.337,-14.776,15.398,0.08,-0.08,13.903,0.027,-0.027,13.527,0.029,-0.029,13.359,0.031,-0.031,15.3362,0.000397,-0.000397,2014-05-14,2014-03,2014-05-14
1292,Kepler-150 e,Kepler-150,1,1,5,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,30.826557,0.000199,-0.000199,0.0,0.189,,,0.0,3.12,0.55,-0.55,0.0,0.278,0.049,-0.049,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.455,0.199,-0.199,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5560.0,100.0,-100.0,0.0,0.94,0.14,-0.14,0.0,,,,,,,,,,4.47,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m56.18s,288.2341025,+40d31m15.23s,40.520897,891.092,17.021,-16.404,15.161,0.252,-0.252,13.817,0.024,-0.024,13.422,0.027,-0.027,13.367,0.032,-0.032,14.9743,0.000572,-0.000572,2014-05-14,2014-03,2014-05-14
1293,Kepler-167 c,Kepler-167,1,2,4,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,7.406114,1.2e-05,-1.1e-05,0.0,0.0684,0.024,-0.0035,0.0,1.548,0.05,-0.048,0.0,0.138,0.004,-0.004,0.0,,,,,,,,,,0.0,,,0.0,57.7,6.5,-4.0,0.0,768.0,21.0,-14.0,0.0,89.3,0.36,-0.43,0.0,0,2.746,0.096,-0.061,0.0,20.3,0.49,-0.98,0.0,0.01952,0.00042,-0.00044,0.0,,,,,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,K4,4890.0,50.0,-50.0,0.0,0.73,0.02,-0.02,0.0,0.77,0.02,-0.03,0.0,-0.03,0.08,-0.08,0.0,[Fe/H],4.61,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.908,1.973,-1.973,14.284,0.126,-0.126,12.446,0.022,-0.022,11.974,0.023,-0.023,11.832,0.022,-0.022,14.0004,0.000288,-0.000288,2016-03-09,2016-04,2016-03-10
1294,Kepler-426 b,Kepler-426,1,1,1,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,3.21751883,1.9e-07,-1.9e-07,0.0,0.0414,0.001,-0.001,0.0,12.22,0.34,-0.34,0.0,1.09,0.03,-0.03,0.0,108.06,25.43,-25.43,0.0,0.34,0.08,-0.08,0.0,Mass,0.18,,,1.0,,,,,1300.0,20.0,-20.0,0.0,85.74,0.06,-0.06,0.0,0,2.191,0.01,-0.01,0.0,9.67,0.06,-0.06,0.0,0.1221,0.0013,-0.0013,0.0,,,,,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,G1 V,5725.0,90.0,-90.0,0.0,0.92,0.02,-0.02,0.0,0.91,0.06,-0.06,0.0,-0.21,0.08,-0.08,0.0,[Fe/H],4.47,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m44.32s,289.4346668,+49d28m24.44s,49.473455,843.695,13.668,-13.668,15.032,0.16,-0.16,13.624,0.026,-0.026,13.23,0.033,-0.033,13.212,0.033,-0.033,14.8069,0.000292,-0.000292,2014-10-03,2014-12,2014-10-03
1295,Kepler-80 d,Kepler-80,1,1,6,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>,3.07222,6e-05,-4e-05,0.0,0.0372,0.0005,-0.0005,0.0,1.53,0.09,-0.07,0.0,0.136,0.008,-0.006,0.0,6.75,0.69,-0.51,0.0,0.02124,0.00217,-0.0016,0.0,Mass,,,,,,,,,,,,,88.35,1.12,-1.51,0.0,1,,,,,,,,,,,,,,,,,<a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>,K5,4540.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,0.04,0.08,-0.08,0.0,[Fe/H],4.64,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.954,0.023,-0.023,12.354,0.022,-0.022,12.253,0.02,-0.02,14.7555,0.000492,-0.000492,2016-08-04,2016-10,2016-08-04
1296,Kepler-176 d,Kepler-176,1,1,4,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,25.751974,0.000115,-0.000115,0.0,0.163,,,0.0,2.51,1.32,-1.32,0.0,0.224,0.118,-0.118,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.853,0.087,-0.087,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5232.0,200.0,-200.0,0.0,0.89,0.46,-0.46,0.0,,,,,,,,,,4.47,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.321,6.058,-5.925,14.767,0.126,-0.126,13.097,0.023,-0.023,12.686,0.023,-0.023,12.567,0.024,-0.024,14.5446,0.00036,-0.00036,2014-05-14,2014-03,2014-05-14
1297,Kepler-178 c,Kepler-178,1,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.552802,6.6e-05,-6.6e-05,0.0,0.142,,,0.0,2.88,1.23,-1.23,0.0,0.257,0.11,-0.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.205,0.067,-0.067,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5676.0,200.0,-200.0,0.0,1.07,0.45,-0.45,0.0,,,,,,,,,,4.33,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.025,10.369,-10.082,14.876,0.195,-0.195,13.28,0.023,-0.023,12.967,0.017,-0.017,12.899,0.024,-0.024,14.5782,0.000273,-0.000273,2014-05-14,2014-03,2014-05-14
1298,Kepler-323 c,Kepler-323,1,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.553822,8e-06,-8e-06,0.0,0.046,,,0.0,1.63,0.32,-0.32,0.0,0.145,0.029,-0.029,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.05,0.037,-0.037,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5987.0,150.0,-150.0,0.0,1.18,0.23,-0.23,0.0,,,,,,,,,,4.31,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m31.75s,291.3822988,+38d07m38.85s,38.1274595,454.883,6.637,-6.452,12.78,0.092,-0.092,11.689,0.022,-0.022,11.423,0.022,-0.022,11.354,0.02,-0.02,12.658,0.000201,-0.000201,2014-05-14,2014-03,2014-05-14
1299,Kepler-1024 b,Kepler-1024,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,66.4162133,0.0003538,-0.0003538,0.0,,,,,3.91,0.27,-0.26,0.0,0.349,0.024,-0.023,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.965,0.137,-0.137,0.0,,,,,0.0457,0.00168,-0.00073,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5143.0,126.73,-76.37,0.0,0.78,0.05,-0.05,0.0,0.81,0.04,-0.05,0.0,-0.1,0.142,-0.182,0.0,[Fe/H],4.57,0.04,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m48.25s,291.9510277,+38d15m05.91s,38.2516419,1087.4,50.46,-50.46,16.272,0.24,-0.24,14.589,0.036,-0.036,14.053,0.041,-0.041,14.05,0.067,-0.067,16.0064,0.000611,-0.000611,2016-05-06,2016-05,2016-05-10
1300,Kepler-967 b,Kepler-967,1,1,2,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.22713379,2.209e-05,-2.209e-05,0.0,,,,,2.35,0.08,-0.1,0.0,0.21,0.007,-0.009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.2928,0.0464,-0.0464,0.0,,,,,0.02707,0.00038,-0.00077,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5178.0,68.7,-79.8,0.0,0.8,0.03,-0.03,0.0,0.84,0.03,-0.04,0.0,-0.03,0.108,-0.11,0.0,[Fe/H],4.56,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.546,,,14.702,0.126,-0.126,12.991,0.023,-0.023,12.539,0.026,-0.026,12.396,0.021,-0.021,14.4513,0.00108,-0.00108,2016-05-06,2016-05,2016-05-10
1301,Kepler-49 c,Kepler-49,1,1,4,Transit,2012,Kepler,1,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,10.9129343,6.9e-05,-6.9e-05,0.0,,,,,2.55,,,0.0,0.227,,,0.0,228.83,,,1.0,0.72,,,1.0,Mass,,,,,,,,,,,,,,,,,1,2.8577,,,0.0,,,,,0.04423,0.002,-0.002,0.0,,,,,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,3974.0,,,0.0,0.53,,,0.0,0.55,,,0.0,,,,,,4.73,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,311.222,2.53,-2.49,15.655,0.046,-0.046,13.184,0.021,-0.021,12.487,0.023,-0.023,12.383,0.023,-0.023,15.2293,0.000537,-0.000537,2014-05-14,2013-01,2014-05-14
1302,Kepler-975 b,Kepler-975,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.97034246,2.36e-06,-2.36e-06,0.0,,,,,1.48,0.06,-0.09,0.0,0.132,0.005,-0.008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.7381,0.0371,-0.0371,0.0,,,,,0.0184,0.00017,-0.00084,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4897.0,90.72,-106.8,0.0,0.75,0.03,-0.03,0.0,0.8,0.04,-0.04,0.0,0.07,0.147,-0.168,0.0,[Fe/H],4.59,0.02,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m11.64s,290.54851,+38d29m42.87s,38.4952415,426.088,3.564,-3.564,14.633,0.046,-0.046,12.807,0.023,-0.023,12.276,0.018,-0.018,12.19,0.021,-0.021,14.4518,0.000315,-0.000315,2016-05-06,2016-05,2016-05-10
1303,Kepler-317 b,Kepler-317,1,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.524242,2.7e-05,-2.7e-05,0.0,0.061,,,0.0,2.09,0.96,-0.96,0.0,0.186,0.086,-0.086,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.672,0.108,-0.108,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5497.0,200.0,-200.0,0.0,0.94,0.43,-0.43,0.0,,,,,,,,,,4.49,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m46.53s,294.9438822,+39d01m55.38s,39.0320499,940.584,26.129,-24.777,15.665,0.183,-0.183,14.095,0.025,-0.025,13.722,0.029,-0.029,13.668,0.047,-0.047,15.4571,0.000686,-0.000686,2014-05-14,2014-03,2014-05-14
1304,Kepler-995 b,Kepler-995,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,28.26731672,8.643e-05,-8.643e-05,0.0,,,,,2.7,0.19,-0.17,0.0,0.241,0.017,-0.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.5693,0.0787,-0.0787,0.0,,,,,0.03121,0.00111,-0.00041,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5206.0,110.94,-74.71,0.0,0.8,0.05,-0.05,0.0,0.83,0.04,-0.05,0.0,-0.07,0.148,-0.17,0.0,[Fe/H],4.57,0.03,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m27.77s,284.6157154,+39d07m51.59s,39.130998,609.638,9.12,-8.859,15.173,0.114,-0.114,13.566,0.025,-0.025,13.066,0.023,-0.023,13.021,0.027,-0.027,14.8814,0.000513,-0.000513,2016-05-06,2016-05,2016-05-10
1305,Kepler-48 c,Kepler-48,1,1,4,Transit,2012,Kepler,1,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,9.67395,,,0.0,,,,,2.71,0.14,-0.14,0.0,0.242,0.012,-0.012,0.0,14.61,2.3,-2.3,0.0,0.04597,0.00724,-0.00724,0.0,Mass,,,,,,,,,,,,,,,,,1,,,,,,,,,0.02789,,,0.0,,,,,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5194.0,73.0,-73.0,0.0,0.89,0.05,-0.05,0.0,0.88,0.06,-0.06,0.0,0.17,0.07,-0.07,0.0,[Fe/H],4.49,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.948939,306.738,1.825,-1.804,13.174,0.103,-0.103,11.702,0.024,-0.024,11.292,0.026,-0.026,11.221,0.023,-0.023,13.0772,0.000263,-0.000263,2016-10-26,2014-02,2016-10-27
