,pl_name,pl_orbper,pl_rade,pl_ratror,pl_rprs2,pl_ratdor,sy_kmag,pl_Teq,pl_Trock,ed_1.4_Trock,ed_1.4_Teq,delta_Na,efficiency_kmag,noise,ESM,TSM,disc_facility
0,55 Cnc e,0.737,1.897,0.01811612958770543,0.00032819415123853615,3.52,4.015,1958.0,2502.1,33.4,10.5,2582.755640714365,0.3,9.940293399816978,68.03321641390869,262.72524063534104,McDonald Observatory
1,AU Mic b,8.46321,4.203,0.05137684691677447,0.0026395803991096788,19.1,4.529,598.6,765.0,0.1,0.0,422479.5490150535,0.3,12.595029914070885,54.88145900308615,129.943970646307,Transiting Exoplanet Survey Satellite (TESS)
2,BD+20 594 b,41.688644,2.355,0.022489976372718126,0.0005057990372454196,54.721028,9.368,546.0,697.7,0.0,0.0,980531.0254865511,1.0,64.05600223832103,0.49632014351960096,6.649755107925732,K2
3,CoRoT-1 b,1.5089682,19.223,0.14327993481444085,0.02052913972043042,4.8239,12.149,1834.0,2343.6,1065.6,312.3,53084.40695576471,1.0,230.54718864066453,73.40220424898125,81.51742401013092,CoRoT
4,CoRoT-10 b,13.2406,10.873,0.12618031797497464,0.01592147264426571,30.675,11.782,647.0,826.8,0.4,0.0,4440396.570464756,1.0,194.69725596288143,9.99834206824655,5.51618175634972,CoRoT
5,CoRoT-11 b,2.994325,16.029,0.10726429495472185,0.011505628972133568,7.062,11.248,1715.0,2191.6,419.8,113.3,181778.0379686804,1.0,152.25088672017463,54.63344733980276,25.000226186102434,CoRoT
6,CoRoT-12 b,2.82805268,15.065,0.1315373710616919,0.017302079985821218,8.02,13.557,1417.0,1810.8,304.6,62.7,133493.05473000748,1.0,440.92003242032837,23.938454012672246,28.54876783840139,CoRoT
7,CoRoT-13 b,4.03519,9.92,0.09004500346541769,0.008108102649087083,8.6133,13.376,1432.0,1829.9,137.2,28.7,191903.1791111137,1.0,405.6577996764769,11.758288779580914,6.747768644420142,CoRoT
8,CoRoT-14 b,1.51214,12.218,0.09257294312049105,0.008569749797989672,4.854,13.806,1936.0,2474.0,612.7,191.1,181842.5560341469,1.0,494.4926385283724,16.29611329747625,1.6078073952412826,CoRoT
9,CoRoT-16 b,5.35227,13.115,0.10103937573304442,0.010208955448523325,11.2,12.847,1193.8,1525.5,62.6,9.6,175844.01685756186,1.0,317.95073309986526,14.419134062846796,26.000558752431605,CoRoT
10,CoRoT-17 b,3.7681,11.433,0.06592230738146186,0.004345750610495941,6.369,12.472,1610.0,2057.4,147.9,36.7,159495.58106194512,1.0,267.52220211275477,12.127626273478828,3.312822352053806,CoRoT
11,CoRoT-18 b,1.90009,12.846,0.13383033537182956,0.017910558665736376,7.013,13.014,1487.0,1900.2,452.4,100.3,264410.05998429516,1.0,343.3680093370819,36.34211640905106,9.150364405777786,CoRoT
12,CoRoT-19 b,3.89713,14.46,0.08034404066538609,0.006455164870441213,6.993,11.837,1630.0,2083.0,206.2,52.1,107623.66064796943,1.0,199.6916156141927,22.975912345819935,19.446684264848294,CoRoT
13,CoRoT-2 b,1.7429975,15.85,0.16145670228227366,0.026068266711866753,6.711,10.31,1535.0,1961.6,725.0,168.4,227759.18001208277,1.0,98.84616643577587,186.3315046998277,57.51566152716754,CoRoT
14,CoRoT-20 b,9.24318,11.209,0.08858867389828157,0.007847953143056073,16.5,12.513,1024.0,1308.6,14.5,1.6,1467099.9248701455,1.0,272.62132904320924,9.090791156903686,2.3625836655785406,CoRoT
15,CoRoT-21 b,2.72474,14.572,0.06850998492571585,0.004693618034521813,4.6,13.813,2044.1,2612.1,397.6,131.5,68515.32524199283,1.0,496.08926653532285,9.363194425026348,3.6739734945518543,CoRoT
16,CoRoT-22 b,9.75598,4.88,0.03924499620475654,0.0015401697271113554,17.3,11.988,885.0,1130.9,0.8,0.1,73869.39482343433,1.0,214.07198231948556,1.633209554708457,24.54319193537841,CoRoT
17,CoRoT-23 b,3.6313,11.769,0.0670166951914913,0.004491237434389252,5.952,12.364,1710.0,2185.2,193.5,52.0,154260.49259806858,1.0,254.54222185668803,14.058981506084022,3.2456936056305508,CoRoT
18,CoRoT-24 b,5.1134,3.7,0.03944324103880649,0.0015557692636453885,10.9,12.924,1070.0,1367.3,5.9,0.7,20062.15426142276,1.0,329.42748500036515,2.002948269416235,31.428753834835025,CoRoT
19,CoRoT-24 c,11.759,5.0,0.05330167707946823,0.002841068779483909,18.0,12.924,850.0,1086.2,1.5,0.1,157378.16681425628,1.0,329.42748500036515,2.2131898000174584,11.2686488367777,CoRoT
20,CoRoT-25 b,4.86069,12.106,0.09326593081389521,0.008698533850582288,10.2,12.846,1330.0,1699.6,92.4,17.2,99347.47229271804,1.0,317.8043450858699,13.876744440090091,45.0189186431443,CoRoT
21,CoRoT-26 b,4.20474,14.123,0.0723341277584652,0.005232226038577967,6.28,13.261,1600.0,2044.6,182.7,45.0,59097.10726177007,1.0,384.73334699518733,10.368539002002686,15.158972214738657,CoRoT
22,CoRoT-27 b,3.57532,11.287,0.09581292316824515,0.009180116246044048,9.48,12.985,1500.0,1916.8,203.8,45.8,896836.257551802,1.0,338.81281677792913,17.40992424310428,1.2544260117831165,CoRoT
23,CoRoT-28 b,5.20851,10.705,0.05513609322434926,0.003039988776044132,7.29,11.032,1348.7,1723.5,49.8,9.5,74020.52511111571,1.0,137.83510159008136,13.84250289671227,18.793443100119838,CoRoT
24,CoRoT-29 b,2.85057,10.088,0.10276184306773353,0.010559996390677494,8.53,13.048,1273.5,1627.4,115.9,20.0,150211.85240035623,1.0,348.78663149245875,16.700633534623357,13.463255847804925,CoRoT
25,CoRoT-3 b,4.2567994,11.321,0.06653183668542659,0.004426485292736275,7.8989,11.618,1695.0,2166.0,139.6,37.1,837343.0298958825,1.0,180.53434335352168,16.507374039996073,0.6992831256670954,CoRoT
26,CoRoT-30 b,9.06005,11.31,0.11394375654530894,0.012983179655656634,21.0,13.562,871.8,1114.1,6.6,0.5,2033077.9930160164,1.0,441.93645806837236,6.831250722189565,2.985614885223962,CoRoT
27,CoRoT-31 b,4.62941,16.365,0.0697825556324398,0.004869605070594556,7.2,13.426,1502.1,1919.5,117.3,26.4,90584.68219173158,1.0,415.1067836729689,7.867773855780562,10.143512882861955,CoRoT
28,CoRoT-4 b,9.20205,13.339,0.10452176421952189,0.010924799195561326,17.094,12.288,1058.0,1352.0,23.3,2.8,477026.90640774556,1.0,245.7875217611341,14.140137507750783,28.26385453762549,CoRoT
29,CoRoT-5 b,4.0379156,14.079,0.11628351495091468,0.0135218558493396,9.54,12.546,1397.0,1785.2,188.3,37.9,124542.11644856288,1.0,276.79601329963026,26.712086673004777,66.4899708046711,CoRoT
30,CoRoT-6 b,8.886593,13.07,0.11633427392400754,0.013533663289426021,17.637,12.119,1025.0,1309.8,23.3,2.6,1386473.806023197,1.0,227.38396262623638,18.07714646709242,8.297688271987486,CoRoT
31,CoRoT-7 b,0.854,1.58,0.017244361622757484,0.00029736800777643114,4.484,9.806,1756.0,2244.0,18.2,5.1,3010.5158413192557,1.0,78.37180165257514,3.568840129139879,23.407224136100254,CoRoT
32,CoRoT-8 b,6.212445,6.938,0.07950851264913038,0.006321603583676926,13.7,11.463,870.0,1111.8,4.0,0.3,168544.07476347563,1.0,168.09694888887728,9.876503049280684,27.944003305582132,CoRoT
33,CoRoT-9 b,95.272656,11.949,0.11411156164654306,0.013021448501412796,89.9,11.688,420.0,536.7,0.0,0.0,16798952.424829807,1.0,186.44890222999385,1.6674133120903512,12.300568223696542,CoRoT
34,CoRoTID 223977153 b,6.71837,6.389,0.07414384728613199,0.005497310090389262,19.32278481012658,12.193,942.8,1204.7,5.0,0.5,230348.27095367643,1.0,235.26635862801007,6.07482877983254,29.789149275642743,CoRoT
35,DS Tuc A b,8.1387,5.63,0.05932782990422283,0.0035197914011443963,19.42,6.676,850.0,1086.2,1.5,0.1,1043929.1850606666,0.410307804273769,28.947092032745797,42.56519176672341,20.99255043112327,Transiting Exoplanet Survey Satellite (TESS)
36,EPIC 201170410.02,6.7987,1.047,0.03428135433992484,0.0011752112553794836,26.798214285714284,12.619,498.3,636.8,0.0,0.0,,1.0,286.2594487846241,0.32521898230954394,,K2
37,EPIC 201238110 b,28.1656,1.87,,,,11.933,,,,,,1.0,208.7179644871181,,,K2
38,EPIC 201497682 b,2.13174,0.692,,,,11.438,,,,,,1.0,166.17275902648902,,,K2
39,EPIC 201615463 c,3.80464,1.22,,,,10.637,,,,,,1.0,114.9105307757867,,,K2
40,EPIC 201754305 d,2.71578,1.03,,,,12.087,,,,,,1.0,224.0576778884983,,,K2
41,EPIC 201757695.02,2.0478,0.908,0.012612791999337925,0.00015908252201856277,9.642424242424243,12.149,1029.3,1315.3,0.6,0.1,,1.0,230.54718864066453,0.30184923004577807,,K2
42,EPIC 201833600 c,3.96151,1.0,,,,11.664,,,,,,1.0,184.3995388703708,,,K2
43,EPIC 201841433 b,4.1698,1.04,0.015134292057103614,0.00022904679606970953,11.944444444444445,12.454,1033.8,1321.1,0.6,0.1,,1.0,265.31379435772317,0.33288329311987885,,K2
44,EPIC 205950854 c,8.0468,1.18,0.013033865518131172,0.00016988165034472876,16.18,10.549,960.6,1227.5,0.2,0.0,,1.0,110.346822183806,0.45892838470637676,,K2
45,EPIC 206024342 b,4.50756,1.7,,,,11.487,,,,,,1.0,169.96512995932704,,,K2
46,EPIC 206032309 b,2.87814,1.01,,,,12.538,,,,,,1.0,275.77813525313786,,,K2
47,EPIC 206042996 b,5.29711,1.62,,,,13.071,,,,,,1.0,352.50057575020804,,,K2
48,EPIC 206215704 b,2.25372,0.9,,,,12.767,,,,,,1.0,306.4501446441688,,,K2
49,EPIC 206317286 b,1.58252,0.96,,,,11.635,,,,,,1.0,181.95325562751663,,,K2
50,EPIC 211822797 b,21.169861,1.98,0.03184634937926965,0.0010141899687865087,48.67,11.429,380.2,485.9,0.0,0.0,,1.0,165.48545587493084,0.13636581584016066,,K2
51,EPIC 211945201 b,19.49221,5.76,0.037990674472065306,0.0014432913468424345,35.63,8.837,817.0,1044.0,0.3,0.0,509558.392362472,1.0,50.16026597475172,5.275935870587279,51.04979265527376,K2
52,EPIC 212297394 b,2.28943,1.323,,,,12.186,,,,,,1.0,234.50917059227191,,,K2
53,EPIC 212424622 b,18.0983,2.17,,,,11.775,,,,,,1.0,194.07063669752685,,,K2
54,EPIC 212499991 b,34.885,1.6,,,,11.366,,,,,,1.0,160.75327543618113,,,K2
55,EPIC 212587672 b,15.2841,1.12,,,,10.857,,,,,,1.0,127.16272638598308,,,K2
56,EPIC 212737443 b,13.603,2.586,0.03538531276347885,0.0012521203593692193,31.994,12.16,536.0,684.9,0.0,0.0,,1.0,231.7180316426547,0.4040540972579759,,K2
57,EPIC 212737443 c,65.55,2.69,0.03680838798675874,0.0013548574261837653,91.172,12.16,316.0,403.8,0.0,0.0,,1.0,231.7180316426547,0.0438076084483048,,K2
58,EPIC 220554210 c,0.70531,1.48,,,,12.002,,,,,,1.0,215.45661412371217,,,K2
59,EPIC 220674823 b,0.571,1.712,0.016015739836253606,0.00025650392250256066,2.72,10.344,2250.3,2875.6,40.6,14.8,1539.5341248967025,1.0,100.40603809783606,3.351386163995756,13.46007229306556,K2
60,EPIC 220674823 c,13.339079,2.73,0.02553911784636235,0.0006522465403703838,27.66,10.344,786.3,1004.8,0.1,0.0,125261.87230985578,1.0,100.40603809783606,1.1873251064258816,25.384471780674357,K2
61,EPIC 246851721 b,6.180235,11.781,0.06792886410049875,0.0046143305779840285,9.8,9.893,1399.4,1788.2,62.7,12.7,372872.15550752834,1.0,81.57551620811203,30.428335150894785,9.960071819046997,K2
62,EPIC 248847494 b,3650.0,12.442,0.04224698821863404,0.0017848080135454034,358.3333333333333,10.148,183.5,234.5,0.0,0.0,1638216603.5124426,1.0,91.74023128156237,0.0025623142875757605,0.09489336754422434,K2
63,EPIC 249893012 b,3.5951,1.95,0.010454609644709734,0.00010929886282325778,5.93,9.714,1577.6,2016.0,3.8,0.9,7178.263291022264,1.0,75.12073537196196,1.1217158284457176,5.215111407052706,K2
64,EPIC 249893012 c,15.624,3.67,0.019676111485171652,0.0003871493631769038,15.79,9.714,988.7,1263.5,0.6,0.1,71732.35015596221,1.0,75.12073537196196,1.660543659751364,13.20263507337775,K2
65,EPIC 249893012 d,35.747,3.94,0.021123672820593003,0.00044620955343145955,27.42,9.714,750.1,958.5,0.1,0.0,169712.942635224,1.0,75.12073537196196,1.0028783592877821,17.859627628854657,K2
66,G 9-40 b,5.746007,2.025,0.059887013312189624,0.0035864543634543775,27.0,9.19,455.4,581.9,0.0,0.0,,1.0,59.014649305697056,3.8366071056765727,,K2
67,GJ 1132 b,1.628931,1.13,0.04933197122459735,0.002433643384904501,16.0,8.322,529.0,676.0,0.0,0.0,55897.29529238848,0.9049807602973053,41.59490699149655,6.933014767435674,28.047743424952852,Cerro Tololo Inter-American Observatory
68,GJ 1214 b,1.58040494,2.847,0.12429037351896344,0.015448096949483448,14.9749,8.782,604.0,771.8,0.7,0.0,118149.31910989006,1.0638509987612264,47.41540100464622,59.378601415127875,724.9527064580578,MEarth Project
69,GJ 1252 b,0.5182349,1.193,0.028044335717945033,0.0007864847658608076,5.049743589743589,7.915,1089.0,1391.6,9.0,1.2,3949.3918619584647,0.7719282188758129,37.33974708140796,16.502858278988455,20.13850891285267,Transiting Exoplanet Survey Satellite (TESS)
70,GJ 143 b,35.61253,2.61,0.034183126963592686,0.0011684861690090973,60.1,5.375,422.0,539.3,0.0,0.0,1766803.512423033,0.10095012968411274,32.05578304278199,3.5204952742393174,51.663352048539586,Transiting Exoplanet Survey Satellite (TESS)
71,GJ 3470 b,3.336649,3.88,0.074107098366154,0.005491862028250825,12.92,7.989,615.0,785.9,0.2,0.0,70028.50909511397,0.7955949268349335,38.05518417223619,25.618060480549243,276.45035142065086,La Silla Observatory
72,GJ 3473 b,1.1980035,1.264,0.032189475029147305,0.0010361623026520978,9.39,8.829001,771.8,986.2,0.6,0.0,13100.087465882587,1.0,49.97583173181665,6.874778853679449,14.58707729408007,Transiting Exoplanet Survey Satellite (TESS)
73,GJ 357 b,3.93072,1.217,0.03281564780289002,0.0010768667407233207,22.31,6.475,523.8,669.3,0.0,0.0,76264.42589690677,0.35780558028801485,28.257665244244812,6.337169017329231,28.74664135654406,Transiting Exoplanet Survey Satellite (TESS)
74,GJ 436 b,2.644,4.191,0.08935493145602054,0.007984303775510128,14.54,6.073,686.0,876.6,1.2,0.0,143246.72159795367,0.2579623006348717,27.655512428047626,132.4541608655081,612.9665551168143,W. M. Keck Observatory
75,GJ 9827 b,1.209,1.571,0.02400458794499545,0.0005762202424090209,6.719,7.193,1171.2,1496.6,6.1,0.9,8981.139021525623,0.5532543415144007,31.629870612636562,14.940926009159355,82.2451268390829,K2
76,GJ 9827 c,3.6480957,1.241,0.01896224929327776,0.0003595668982604129,14.035,7.193,809.8,1034.8,0.2,0.0,12145.087206442538,0.5532543415144007,31.629870612636562,4.100951189465219,24.607363156917643,K2
77,GJ 9827 d,6.2014698,2.022,0.030895784102342966,0.0009545494752985884,20.003,7.193,679.1,867.8,0.1,0.0,70114.76681216335,0.5532543415144007,31.629870612636562,6.88480709922776,123.06581394300149,K2
78,HAT-P-1 b,4.4652934,13.922,0.11098725487622728,0.012318170744960636,9.853,8.858,1322.0,1689.4,125.0,23.0,135320.42658629295,1.0,50.6477119649494,121.34366047862062,269.5891181738079,HATNet
79,HAT-P-11 b,4.88780244,4.737,0.05790438349863447,0.003352917628356932,15.6,7.009,880.8,1125.6,2.6,0.2,113369.38982270902,0.5010751838804586,30.535735381096544,44.16775335581835,246.12017822333252,HATNet
80,HAT-P-12 b,3.2130579,10.637,0.1393126136060289,0.019408004309742707,11.364,10.108,975.0,1245.9,41.2,4.2,129372.95945483728,1.0,90.06578335285153,81.20973991508205,284.89610420868803,HATNet
81,HAT-P-13 b,2.9162383,14.359,0.08438571177157853,0.007120948351195927,5.61,8.975,1740.0,2223.5,364.9,100.3,57745.658418932086,1.0,53.45149180674415,114.75149890377955,118.19929520784797,HATNet
82,HAT-P-14 b,4.627682,12.89,0.08039053212200506,0.006462637654859127,8.36,8.851,1624.0,2075.3,172.3,43.3,220754.49176688958,1.0,50.48470590764052,82.39221465105206,38.381250639305016,HATNet
83,HAT-P-15 b,10.863502,12.016,0.1020012478771714,0.010404254568500162,19.16,9.641,904.0,1155.2,7.6,0.6,1280989.0197395326,1.0,72.63732308357764,36.813161051390374,22.82925776896472,HATNet
84,HAT-P-16 b,2.7759712,14.448,0.10682068744870565,0.011410659267014062,7.65,9.553001,1571.0,2007.6,295.7,71.0,298618.2203154282,1.0,69.75254061816618,108.03575962731786,28.303726170436548,HATNet
85,HAT-P-17 b,10.338523,11.321,0.12355912527293511,0.015266857438212872,22.63,8.544,792.0,1012.1,3.6,0.2,852645.7935724015,0.980527965314339,44.261878164253886,70.29424901980953,172.56378079884922,HATNet
86,HAT-P-18 b,5.508023,11.153,0.13817494590321241,0.019092315675355676,16.39,10.234,841.0,1074.7,10.1,0.7,250764.82025662044,1.0,95.4464611278382,52.08780735282187,263.98583237776535,HATNet
87,HAT-P-19 b,4.008778,12.689,0.14186748370653177,0.020126382933223056,12.36,10.546,1010.0,1290.7,48.0,5.2,169737.86704081146,1.0,110.19447767520398,68.10317442106339,236.13506006196846,HATNet
88,HAT-P-2 b,5.6335158,12.969,0.08553837799100954,0.0073168141093328245,8.0192,7.603,1700.0,2172.4,260.9,69.6,492169.1798726465,0.6747084294673272,34.59407818778854,185.5600357029718,22.22974486567931,HATNet
89,HAT-P-20 b,2.8753186,9.718,0.1291210725095983,0.016672251366028946,11.36,8.601,964.0,1231.9,33.2,3.3,1267311.6043076061,1.000263818132549,44.988607487733475,138.26533110480221,12.908568336525441,HATNet
90,HAT-P-21 b,4.124481,11.478,0.09566274883374495,0.009151361514428172,9.6,10.111,1283.0,1639.5,92.0,16.1,531460.3261170472,1.0,90.19029982405971,52.805889900773714,11.591840399422956,HATNet
91,HAT-P-22 b,3.21223328,11.882,0.10276684023963918,0.010561023452839524,8.55,7.837,1293.0,1652.3,124.6,22.1,288613.5744695553,0.7472346604986064,36.61266369734691,186.96537370365812,69.9387459939244,HATNet
92,HAT-P-23 b,1.21288287,15.334,0.11715033467490778,0.013724200914442899,4.26,10.791,1951.0,2493.2,1062.8,334.3,59260.72534194015,1.0,123.35587285849867,108.68229803660753,53.98807970149421,HATNet
93,HAT-P-24 b,3.3552479,13.922,0.0966934417482283,0.00934962167711802,7.67,10.543,1637.0,2091.9,278.1,70.6,96198.09368086998,1.0,110.04234349299689,57.685643728352986,87.89625276835956,HATNet
94,HAT-P-25 b,3.65281591,12.722,0.12816909555874625,0.016427317056347028,10.9,10.815,1180.4,1508.4,94.8,14.3,187305.38217997013,1.0,124.7268144973941,58.3711314361429,101.66927141190244,HATNet
95,HAT-P-26 b,4.2345023,6.333,0.06751190418885447,0.004557857207205066,13.06,9.581,1001.0,1279.2,9.8,1.0,66821.00413541046,1.0,70.65775437214059,23.20069023005988,201.48907865179868,HATNet
96,HAT-P-27 b,3.0395824,11.433,0.12047869969715444,0.014515117080717121,10.01,10.109,1159.9,1482.3,88.4,12.9,174670.93826551305,1.0,90.10726973073724,75.72317257735666,100.83229841682811,HATNet
97,HAT-P-28 b,3.257215,13.585,0.11322342245220642,0.0128195433917908,8.43,11.104,1384.0,1768.6,196.6,39.0,117572.9039808638,1.0,142.4819435857358,52.61671674791729,79.3767234972106,HATNet
98,HAT-P-29 b,5.7233773,11.926,0.08889125020012599,0.0079016543621414,11.56,10.297,1268.1,1620.5,61.5,10.5,233694.458713708,1.0,98.25616982628617,37.06136230614246,49.76781233130565,HATNet
99,HAT-P-3 b,2.899736,10.211,0.11701663630156678,0.013692893171333155,9.4967,9.448,1170.0,1495.1,92.9,13.7,152987.7856910383,1.0,66.4599225259603,100.94299313084771,122.72306350183322,HATNet
100,HAT-P-30 b,2.810595,15.02,0.11287023330670606,0.012739689566710259,6.771,9.151,1630.0,2083.0,379.2,95.7,74484.73741549184,1.0,57.96419791806252,150.0664775991932,232.72437146160922,HATNet
101,HAT-P-31 b,5.0052724,11.994,0.07480248582399757,0.005595411885449357,8.9,10.083,1450.0,1852.9,95.8,20.4,270495.6497012482,1.0,89.03480885616277,36.55238083967158,16.05818194286819,HATNet
102,HAT-P-32 b,2.1500082,22.194,0.14851979301423027,0.022058128916989803,5.344,9.99,1821.0,2327.0,1225.2,356.0,46405.4701841138,1.0,85.30212116307808,223.01418997046173,502.7683073670234,HATNet
103,HAT-P-33 b,3.474474,18.898,0.10564314394696342,0.011160473862998834,6.56,10.004,1782.0,2277.2,485.7,137.5,60106.08546160475,1.0,85.85386095009096,99.73953552203349,217.183363377152,HATNet
104,HAT-P-34 b,5.452647,13.417,0.07834749008696734,0.006138329202927446,9.48,9.247,1520.0,1942.4,119.6,27.4,369826.2608125235,1.0,60.58426321694101,59.38679325927441,20.75244451609722,HATNet
105,HAT-P-35 b,3.6466566,14.93,0.10064454020072885,0.010129323472216126,7.45,11.03,1581.0,2020.3,269.4,65.2,117083.5203747543,1.0,137.70820921506476,48.90518487264091,52.15218524162723,HATNet
106,HAT-P-36 b,1.32734683,14.314,0.12618188017602636,0.015921866884757073,4.95,10.603,1816.0,2320.7,1004.8,291.0,81534.46109050977,1.0,113.12532259483253,130.54664468203106,59.55148915419897,HATNet
107,HAT-P-37 b,2.797436,13.204,0.13755999908529018,0.018922753348345034,9.19,11.667,1271.0,1624.2,185.6,31.9,226498.65639499066,1.0,184.65447230921743,53.413713189648995,43.472884731240406,HATNet
108,HAT-P-38 b,4.6403293,9.247,0.08393610353273362,0.007045269476257777,12.17,10.501,1082.0,1382.7,26.0,3.3,153207.31384895046,1.0,107.93438733020476,26.74291431761484,72.07402518475554,HATNet
109,HAT-P-39 b,3.54387,17.609,0.09965268385869461,0.009930657400240933,6.74,11.157,1752.0,2238.9,401.7,111.4,56992.97056027634,1.0,146.00234481948377,50.957623441326916,120.30920006339694,HATNet
110,HAT-P-4 b,3.056328,14.28,0.08233801709151363,0.00677954905856239,6.0024,9.770001,1691.0,2160.9,276.2,73.2,53164.528654861606,1.0,77.08325239455291,68.74267171277677,102.7532657578143,HATNet
111,HAT-P-40 b,4.457243,19.392,0.08044510994167794,0.006471415713528651,5.92,10.009,1770.0,2261.9,307.5,86.3,42408.45112565656,1.0,86.05177453948784,61.1015323789293,138.98993330201432,HATNet
112,HAT-P-41 b,2.694047,18.887,0.10306780315475336,0.010622972047146987,5.44,9.728,1941.0,2480.4,684.2,214.0,46044.88751563442,1.0,75.60662127924368,124.22953095496314,208.98199865731564,HATNet
113,HAT-P-42 b,4.6418381,14.348,0.09329139261746679,0.008703283936506337,8.08,10.626,1428.0,1824.8,149.5,31.2,131094.4035718193,1.0,114.32990185424775,45.33336832995027,56.064036958368916,HATNet
114,HAT-P-43 b,3.332683,14.359,0.118596135462759,0.014065043346701084,8.64,11.764,1361.0,1739.2,195.5,37.8,136844.35034430702,1.0,193.09002139858677,41.3527796021511,60.33437891998417,HATNet
115,HAT-P-44 b,4.3011886,13.922,0.12391780884238968,0.015355623348299029,11.49,11.275,1108.0,1415.9,69.9,9.3,166397.55062571267,1.0,154.15578625976386,43.556474994325534,130.66236641968993,HATNet
116,HAT-P-45 b,3.1289923,15.984,0.101061744211982,0.010213476143168077,7.36,10.201,1652.0,2111.1,419.1,107.7,112060.47041859046,1.0,94.00692146882528,87.35973286140919,96.45726696016406,HATNet
117,HAT-P-46 b,4.4631365,14.392,0.09424589334483255,0.008882288412365552,8.86,9.924,1458.0,1863.2,103.1,22.2,77025.66651910254,1.0,82.7484429738743,49.20364007003875,139.8099543250169,HATNet
118,HAT-P-49 b,2.691548,15.838,0.0793448182472974,0.006295600182696659,5.13,9.346,2131.0,2723.2,519.7,179.4,65424.01927655774,1.0,63.41030332832014,93.59129833344782,63.578748109686735,HATNet
119,HAT-P-5 b,2.7884732,13.574,0.1111115338610649,0.012345772956958571,7.86,10.481,1539.0,1966.7,307.6,71.7,138405.39386647523,1.0,106.94483891919609,76.53617809787181,73.79533179700854,HATNet
120,HAT-P-50 b,3.1220109,14.437,0.0778569445078592,0.006061703808099866,5.68,10.5,1862.0,2379.4,338.3,100.9,76531.95920303455,1.0,107.88469315133298,47.57097092991686,35.44836420027897,HATNet
121,HAT-P-51 b,4.2180278,14.493,0.12775981482402893,0.01632257028387016,10.48,11.614,1192.0,1523.2,107.4,16.5,117031.61366050258,1.0,180.20209291121424,42.33705390059685,152.62547088481162,HATNet
122,HAT-P-52 b,2.7535965,11.31,0.12056839355375713,0.014536737524133665,8.89,11.621,1218.0,1556.5,132.5,21.1,176089.06132577808,1.0,180.7839331370047,43.054928848886014,38.39892767860814,HATNet
123,HAT-P-53 b,1.9616241,14.773,0.11193158362408039,0.012528679412594501,5.61,12.1,1778.0,2272.1,634.5,179.1,87153.11351077241,1.0,225.40307197945526,46.5892256613133,30.781484917184013,HATNet
124,HAT-P-54 b,3.799847,10.581,0.15646036737192062,0.024479846558156364,14.34,10.326,818.0,1045.3,12.4,0.8,914537.4902653609,1.0,99.57718175830203,66.64805143910444,29.578873654519665,HATNet
125,HAT-P-55 b,3.5852467,13.249,0.12026272690658459,0.014463123483007745,9.79,11.627,1313.0,1677.9,154.3,28.1,151014.50970972376,1.0,181.28414835901495,41.37667287948491,73.66246329465892,HATNet
126,HAT-P-56 b,2.7908327,16.432,0.10534737282266389,0.011098068960637343,6.7,9.83,2140.6,2735.4,1004.0,348.1,130622.20802305441,1.0,79.24280328152899,138.8185306165048,85.71852386896343,HATNet
127,HAT-P-57 b,2.465295,15.838,0.09680067826170284,0.00937037131192571,5.825,9.433,2200.0,2811.3,730.1,260.0,89520.3157283066,1.0,66.00241563734308,125.78993769282964,88.44482004939542,HATNet
128,HAT-P-6 b,3.853003,14.908,0.09361293227871406,0.008763381089819106,7.4294,9.313,1704.0,2177.5,298.0,79.8,113203.74627586595,1.0,62.45393841596476,98.11591349820772,106.2110877376082,HATNet
129,HAT-P-65 b,2.6054552,21.185,0.10442027794392898,0.010903594445887382,4.57,11.528,1930.0,2466.3,827.4,257.1,27425.106388377753,1.0,173.204763023683,61.34633541198017,152.3734015765545,HATNet
130,HAT-P-66 b,2.972086,17.822,0.08690963196413225,0.0075532841281409175,5.01,11.675,1896.0,2422.9,500.6,152.5,41658.41444855213,1.0,185.3360192105978,37.39736880373046,55.83842280865967,HATNet
131,HAT-P-67 b,4.8101025,23.371,0.08402459652712602,0.007060132821546317,5.691,8.9,1903.0,2431.8,416.0,127.3,26046.94330349993,1.0,51.63686064322202,116.96896680538386,589.4054524267714,HATNet
132,HAT-P-68 b,2.29840551,12.016,0.16441992195126137,0.02703391073445888,9.6,11.019,1025.0,1309.8,92.8,10.5,217898.5947657272,1.0,137.01238640001222,85.84830082554052,88.43309554276209,HATNet
133,HAT-P-69 b,4.7869491,18.786,0.08923728112215602,0.007963292342074704,7.32,9.28,1930.0,2466.3,377.9,117.5,201833.87536410202,1.0,61.51199756086149,96.00273469782866,46.34101809049252,HATNet
134,HAT-P-7 b,2.204737,16.416,0.07562816930707875,0.005719619992740167,4.03,9.334,2258.1,2885.7,655.6,239.3,41442.59290181171,1.0,63.0608515026744,99.18088986035164,62.03449805046541,HATNet
135,HAT-P-70 b,2.74432452,20.961,0.1033161881511775,0.01067423473408951,5.45,8.963,2562.0,3273.9,1147.8,467.4,155158.86978466963,1.0,53.156922621376246,192.91814530956884,55.90652383737717,HATNet
136,HAT-P-8 b,3.0763458,16.814,0.09756258008053087,0.009518457031969999,6.35,8.953,1700.0,2172.4,359.7,96.0,94931.1246227301,1.0,52.91268874705385,134.01388419888784,124.23162466019487,HATNet
